fold;original_index;current_position;true_value;predicted_value;error;absolute_error;squared_error;rmse;final_physics_penalty;constraint_violations;Width;Height;Density;Growth-ring width;Test span;Dynamic E;Density_constraint_violated;Dynamic_E_constraint_violated;Growth_ring_width_constraint_violated;Height_constraint_violated;Test_span_constraint_violated;Width_constraint_violated
65;64;64;77,28;78,72364194132564;-1,4436419413256374;1,4436419413256374;2,084102054754455;1,4436419413256374;278,8457205938023;2;50,0;20,0;434,83;2,45;560,0;11808,0;False;False;False;True;True;False
13;12;12;98,92;97,57539661655615;1,3446033834438538;1,3446033834438538;1,8079582587686593;1,3446033834438538;277,3887830482982;2;14,86;6,0;502,75;1,3;168,0;15324,74;False;False;False;True;True;False
78;77;77;89,0;90,13138122967403;-1,1313812296740338;1,1313812296740338;1,2800234868587288;1,1313812296740338;283,0519767587529;2;100,4;40,02;486,21;1,14;1120,0;13331,0;False;False;False;True;True;False
88;87;87;88,29;89,32257802880989;-1,0325780288098798;1,0325780288098798;1,066217385580897;1,0325780288098798;277,4878219843978;2;101,18;39,97;493,74;1,22;1120,0;13257,0;False;False;False;True;True;False
74;73;73;91,21;90,19299490739694;1,017005092603057;1,017005092603057;1,0342993583805524;1,017005092603057;276,88861597477506;2;100,57;40,09;497,6;1,76;1120,0;14951,0;False;False;False;True;True;False
22;21;21;92,26;91,25671819570017;1,0032818042998315;1,0032818042998315;1,0065743788391255;1,0032818042998315;277,87429034246566;2;14,97;6,19;481,59;1,31;168,0;10995,04;False;False;False;True;True;False
43;42;42;105,59;106,57064510421314;-0,9806451042131386;0,9806451042131386;0,9616648204171974;0,9806451042131386;281,31114016257203;2;49,93;19,99;558,76;1,31;560,0;18579,96;False;False;False;True;True;False
30;29;29;83,19;82,23501254446577;0,9549874555342228;0,9549874555342228;0,9120010402277292;0,9549874555342228;282,6469274440646;2;15,13;5,73;432,47;1,97;168,0;13518,47;False;False;False;True;True;False
9;8;8;94,63;95,37377747086617;-0,7437774708661777;0,7437774708661777;0,5532049261680879;0,7437774708661777;278,4567487125383;2;15,06;6,05;496,9;1,7;168,0;15875,67;False;False;False;True;True;False
54;53;53;95,38;94,86729812088534;0,5127018791146583;0,5127018791146583;0,26286321684770164;0,5127018791146583;276,1080986416819;2;50,0;20,0;513,31;1,64;560,0;13995,0;False;False;False;True;True;False
25;24;24;107,74;107,24128843555043;0,49871156444956455;0,49871156444956455;0,24871322451573216;0,49871156444956455;279,3177712152252;2;15,26;5,82;549,49;1,03;168,0;19084,85;False;False;False;True;True;False
60;59;59;82,61;82,31542670867266;0,2945732913273389;0,2945732913273389;0,08677342396342128;0,2945732913273389;277,00327810633024;2;50,0;20,0;439,93;1,8;560,0;12009,0;False;False;False;True;True;False
